,CO,H2,CH4,C2H4,C2H6,C3H8,Xf_LFL,Xf_UFL,Xf_stoich,Su_stoich,LFL,UFL
5079,0.0569,0.3717,0.0,0.4663,0.0548,0.0503,,,,0.8325275484901637,0.037219550000000004,0.4666872999999999
5080,0.181,0.2153,0.1942,0.1274,0.0974,0.1847,,,,0.5678430492332118,0.04918100000000001,0.39624250000000005
5081,0.0996,0.367,0.0417,0.1788,0.0337,0.2792,,,,0.6407672697581238,0.040257999999999995,0.4403036
5082,0.0346,0.0266,0.0,0.1099,0.2501,0.5788,,,,0.49909229070942757,0.02789605,0.16680259999999997
5083,0.4903,0.391,0.0,0.1188,0.0,0.0,,,,1.0029995241103502,0.077743,0.6949517999999999
5084,0.0,0.0,0.0,0.6661,0.3339,0.0,,,,0.6575570083349115,0.02833475,0.2319082
5085,0.0264,0.1462,0.0904,0.3252,0.0741,0.3377,,,,0.6014540015547822,0.0312513,0.28057889999999996
5086,0.2504,0.4495,0.0,0.0,0.3,0.0,,,,0.5781237587293198,0.057027999999999995,0.562125
5087,0.0,0.3555,0.0,0.2041,0.3969,0.0436,,,,0.5790706034305217,0.03265534999999999,0.3786167999999999
5088,0.0,0.2107,0.0885,0.3366,0.2105,0.1537,,,,0.6093529498090205,0.0311212,0.3104323
5089,0.0,0.4423,0.1797,0.0,0.378,0.0,,,,0.504875633382434,0.0369388,0.4080678
5090,0.2004,0.1995,0.2008,0.3203,0.079,0.0,,,,0.6981830164019424,0.052041449999999996,0.43425800000000003
5091,0.2055,0.0,0.3147,0.2184,0.1463,0.1151,,,,0.5375336988228961,0.0513189,0.2979645
5092,0.0,0.1679,0.2423,0.252,0.2089,0.1289,,,,0.5619810861184237,0.0332811,0.2766567
5093,0.2887,0.124,0.0326,0.2784,0.1026,0.1737,,,,0.6292451163737642,0.0554201,0.4247599
5094,0.0,0.4636,0.0,0.0,0.5364,0.0,,,,0.5048255869374703,0.034636,0.41421360000000007
5095,0.0361,0.2841,0.0933,0.1105,0.0976,0.3783,,,,0.5562458854746992,0.033712250000000006,0.33736489999999997
5096,0.0,0.1293,0.2446,0.146,0.1682,0.3119,,,,0.519030194071557,0.031545300000000005,0.23120409999999997
5097,0.0742,0.0,0.1189,0.0,0.5135,0.2935,,,,0.4443921369897954,0.035704099999999996,0.1684671
5098,0.2804,0.1535,0.0,0.2971,0.188,0.0809,,,,0.6404355813242463,0.055297149999999996,0.44187849999999995
5099,0.2025,0.3107,0.3006,0.0,0.1861,0.0,,,,0.5133560362267067,0.0555374,0.4572748
5100,0.0,0.4182,0.5818,0.0,0.0,0.0,,,,0.5433181492003015,0.0423272,0.4090652
5101,0.0,0.0,0.4427,0.2132,0.0,0.3441,,,,0.5286392265500531,0.032567900000000004,0.1683321
5102,0.1175,0.8555,0.027,0.0,0.0,0.0,,,,1.816624771122669,0.049508,0.7341780000000001
5103,0.0,0.0,0.5813,0.0142,0.0,0.4045,,,,0.4613135109782329,0.034462200000000005,0.14024889999999998
5104,0.0,0.0,0.6437,0.2651,0.0912,0.0,,,,0.5230406251720094,0.03834905,0.1926942
5105,0.445,0.0,0.555,0.0,0.0,0.0,,,,0.4579055795418367,0.07782,0.42477000000000004
5106,0.0,0.0,0.4028,0.5051,0.0,0.0921,,,,0.645506555591951,0.03354755,0.21981989999999998
5107,0.1897,0.3377,0.0437,0.429,0.0,0.0,,,,0.919742191572701,0.04999230000000001,0.5254108
5108,0.0,0.1495,0.0,0.188,0.3225,0.34,,,,0.5285783431724262,0.027965,0.24022300000000002
5109,0.2019,0.1915,0.151,0.2144,0.14,0.1013,,,,0.6034498348487009,0.050755299999999996,0.4087237
5110,0.0,0.0,0.0,0.0903,0.9097,0.0,,,,0.4448646404596925,0.02977425,0.1386286
5111,0.1043,0.0,0.2611,0.5965,0.0381,0.0,,,,0.716195076283431,0.04155115,0.2963688
5112,0.1819,0.0,0.2732,0.0,0.2653,0.2796,,,,0.45263115350673644,0.047679400000000004,0.24236659999999996
5113,0.0,0.0387,0.0,0.0,0.0,0.9613,,,,0.49767990375756366,0.0217353,0.1261163
5114,0.2492,0.1123,0.3313,0.0194,0.1023,0.1855,,,,0.4908570369535171,0.0564712,0.3624273
5115,0.0,0.0,0.0,0.4315,0.5685,0.0,,,,0.5543718259695811,0.02892125,0.19390300000000005
5116,0.1431,0.1984,0.1587,0.1982,0.0612,0.2403,,,,0.5933275438099931,0.0444236,0.3706961
5117,0.5625,0.0,0.0,0.0,0.4375,0.0,,,,0.45552777460413946,0.080625,0.47612499999999996
5118,0.0036,0.3002,0.2779,0.1106,0.3077,0.0,,,,0.5237862536887266,0.0369401,0.34321199999999996
5119,0.0,0.0568,0.4184,0.0,0.0,0.5248,,,,0.47709335619208165,0.031702400000000006,0.16422240000000002
5120,0.3616,0.0992,0.0673,0.0298,0.2646,0.1774,,,,0.4960190822502923,0.0628041,0.4158877999999999
5121,0.1446,0.0441,0.2159,0.207,0.1415,0.2469,,,,0.5406614133228453,0.043738,0.2786175
5122,0.9416,0.0,0.0584,0.0,0.0,0.0,,,,0.4818664836523611,0.11556159999999999,0.7157776
5123,0.0,0.0,0.6847,0.1194,0.1958,0.0,,,,0.44813882233645586,0.0392843,0.1707184
5124,0.7129,0.2871,0.0,0.0,0.0,0.0,,,,0.848457161171706,0.09703200000000001,0.75
5125,0.1359,0.2065,0.2381,0.1224,0.1475,0.1496,,,,0.5463675121944918,0.045977,0.3642543999999999
5126,0.0,0.0,0.2168,0.2731,0.1779,0.3321,,,,0.5344796542580359,0.02936055,0.16926349999999998
5127,0.2708,0.3585,0.2311,0.0683,0.0674,0.0039,,,,0.6596171038757811,0.06098655000000001,0.5381606999999999
5128,0.3482,0.0,0.0,0.1294,0.2659,0.2565,,,,0.5158908919331898,0.058705999999999994,0.3570365
5129,0.7584,0.2416,0.0,0.0,0.0,0.0,,,,0.774483307513288,0.100672,0.75
5130,0.008,0.1666,0.2314,0.1634,0.2751,0.1555,,,,0.5213302278119072,0.033817599999999996,0.26544989999999996
5131,0.0841,0.3531,0.0,0.0,0.2758,0.287,,,,0.5172100111549042,0.038516999999999996,0.39108619999999994
5132,0.1008,0.4305,0.0,0.4687,0.0,0.0,,,,0.9851668580942952,0.04220525,0.5325232000000001
5133,0.1629,0.0,0.3127,0.2936,0.2307,0.0,,,,0.5521306863246499,0.048301800000000006,0.28603419999999996
5134,0.0954,0.0,0.1663,0.0794,0.2766,0.3824,,,,0.48018374073462716,0.03727710000000001,0.19445239999999997
5135,0.2101,0.0457,0.424,0.0098,0.0722,0.2381,,,,0.47077692174049196,0.0531316,0.2971897
5136,0.1396,0.0,0.3754,0.4822,0.0,0.0028,,,,0.6810965936149311,0.0465889,0.30445760000000005
5137,0.0,0.0964,0.0,0.3841,0.5195,0.0,,,,0.5651870145580901,0.03000375,0.2465706
5138,0.8591,0.0,0.0,0.0,0.1409,0.0,,,,0.5062982286469102,0.10731900000000001,0.6617966
5139,0.0,0.0,0.368,0.2372,0.0,0.3948,,,,0.5387928884690582,0.0310058,0.168066
5140,0.1304,0.132,0.0651,0.0884,0.265,0.3191,,,,0.5080928121271499,0.04087450000000001,0.2978479
5141,0.0,0.0448,0.321,0.2714,0.3565,0.0063,,,,0.5207715194015352,0.0342068,0.2087067
5142,0.0,0.2244,0.1266,0.4471,0.122,0.08,,,,0.6861818387263134,0.032181650000000006,0.34014099999999997
5143,0.0,0.3148,0.0,0.0166,0.367,0.3016,,,,0.5000838282999855,0.030392100000000002,0.3168172
5144,0.0,0.0,0.0,0.0,0.0079,0.9921,,,,0.49359514449984127,0.0210711,0.10118169999999999
5145,0.3666,0.287,0.3464,0.0,0.0,0.0,,,,0.6248499298426287,0.07071359999999999,0.5470096
5146,0.0,0.0915,0.2418,0.1527,0.3055,0.2085,,,,0.5005034080448175,0.03204195000000001,0.2108929
5147,0.1752,0.2773,0.1714,0.1312,0.2449,0.0,,,,0.5711781152972522,0.0506126,0.4353754
5148,0.0484,0.1841,0.1749,0.246,0.2564,0.0901,,,,0.5671504292400434,0.0372167,0.3143083
5149,0.4267,0.0,0.0,0.2038,0.1675,0.202,,,,0.5655095314796613,0.06607550000000001,0.4194838
5150,0.0,0.3079,0.6364,0.0556,0.0,0.0,,,,0.5263363077476455,0.0418466,0.35119619999999996
5151,0.1237,0.0,0.2778,0.2852,0.1157,0.1977,,,,0.5579704586022338,0.0425329,0.2542159
5152,0.1852,0.0568,0.2624,0.2841,0.2115,0.0,,,,0.5743064641287973,0.050199350000000004,0.3320122000000001
5153,0.0,0.5257,0.0878,0.0,0.3212,0.0653,,,,0.5432161588872276,0.0358985,0.45509829999999996
5154,0.0,0.0,0.3139,0.4196,0.2665,0.0,,,,0.5749075926633049,0.0333456,0.2045312
5155,0.2687,0.0,0.2824,0.1033,0.1454,0.2002,,,,0.5007764259842091,0.05607655,0.3156322
5156,0.075,0.2839,0.2195,0.4154,0.0061,0.0,,,,0.7928848967327888,0.0416205,0.4247338
5157,0.6245,0.0,0.0,0.0,0.0,0.3755,,,,0.5273791559943011,0.08282550000000001,0.5063005
5158,0.0,0.0,0.0,0.0,0.6458,0.3542,,,,0.4447056049053834,0.0268122,0.11585340000000001
5159,0.1522,0.1847,0.2985,0.1411,0.1561,0.0675,,,,0.5479437691414637,0.048766750000000005,0.3681575
5160,0.1108,0.2185,0.2051,0.2356,0.23,0.0,,,,0.5929467861442008,0.044439400000000004,0.37651300000000004
5161,0.0,0.3047,0.2329,0.0,0.4625,0.0,,,,0.4640005812017203,0.036310600000000005,0.3240706
5162,0.0962,0.0,0.1277,0.1544,0.4551,0.1666,,,,0.4850657756504275,0.038560399999999995,0.2105102
5163,0.1489,0.4298,0.3401,0.0,0.0,0.0812,,,,0.6123011026621067,0.0517296,0.4980026000000001
5164,0.4736,0.2099,0.3165,0.0,0.0,0.0,,,,0.6102306341745749,0.079154,0.5645310000000001
5165,0.0,0.1809,0.0,0.0,0.0,0.8191,,,,0.5134563047720174,0.024437100000000003,0.2184041
5166,0.07,0.1101,0.2933,0.3767,0.1499,0.0,,,,0.6255735635504616,0.040565449999999996,0.3095
5167,0.3014,0.4083,0.0905,0.0476,0.0,0.1522,,,,0.6845230837779065,0.0609872,0.5761027999999999
5168,0.0,0.3472,0.0086,0.6442,0.0,0.0,,,,0.9389413831283069,0.0319819,0.4460516
5169,0.0994,0.0911,0.1007,0.2182,0.0,0.4907,,,,0.5665490363731338,0.036308,0.27135570000000003
5170,0.7807,0.0,0.0,0.1472,0.0721,0.0,,,,0.6442835200974633,0.099895,0.6365645999999999
5171,0.1214,0.0425,0.7711,0.065,0.0,0.0,,,,0.4514256923640659,0.051983900000000006,0.26797540000000003
5172,0.3034,0.6966,0.0,0.0,0.0,0.0,,,,1.597550247271572,0.064272,0.75
5173,0.0,0.1103,0.2185,0.3412,0.0632,0.2668,,,,0.5968480282390669,0.0309078,0.2509258
5174,0.0,0.2287,0.0,0.3073,0.464,0.0,,,,0.5776989305265142,0.031518750000000005,0.3169488
5175,0.0,0.3329,0.1745,0.0,0.2591,0.2335,,,,0.49835821811201164,0.0336705,0.3340049
5176,0.1114,0.3646,0.4472,0.0,0.0768,0.0,,,,0.5322398013658168,0.049932800000000006,0.43986400000000003
5177,0.0,0.9476,0.0,0.0,0.0524,0.0,,,,1.5374595309091157,0.039476,0.7171976
5178,0.0824,0.0,0.0,0.3927,0.1563,0.3685,,,,0.583979447497533,0.03311475,0.23071190000000003
5179,0.3091,0.0,0.0274,0.2307,0.089,0.3438,,,,0.5676643332285618,0.054531650000000015,0.34805859999999994
5180,0.1303,0.2623,0.1737,0.2786,0.1254,0.0296,,,,0.6637838511437072,0.0458159,0.4211556
5181,0.3188,0.3417,0.0,0.054,0.2855,0.0,,,,0.5828786689102873,0.061973999999999994,0.546221
5182,0.0,0.1161,0.1976,0.0,0.3515,0.3348,,,,0.46072084446194544,0.030914200000000003,0.19688219999999998
5183,0.3819,0.0,0.0,0.1158,0.5023,0.0,,,,0.48781160435141685,0.06408150000000001,0.38182900000000003
5184,0.1067,0.1357,0.0916,0.138,0.2508,0.2772,,,,0.5234701919950294,0.0394026,0.2953868
5185,0.1914,0.1065,0.2061,0.0972,0.2231,0.1757,,,,0.5081079407271373,0.0493521,0.33043469999999997
5186,0.0,0.383,0.0,0.2475,0.3695,0.0,,,,0.6165312479268792,0.033211250000000005,0.403853
5187,0.1914,0.2572,0.2492,0.0,0.2248,0.0774,,,,0.4949149477146123,0.0525902,0.4130114
5188,0.1583,0.1773,0.0259,0.2212,0.2139,0.2034,,,,0.5774716795648189,0.043998999999999996,0.3662778
5189,0.6111,0.0,0.3889,0.0,0.0,0.0,,,,0.5030060772663234,0.0904436,0.5221046
5190,0.592,0.0932,0.0,0.0,0.0,0.3148,,,,0.5521935225531063,0.08137879999999999,0.5456948
5191,0.2841,0.0,0.3374,0.3289,0.0,0.0496,,,,0.6353561877329588,0.059023950000000006,0.36748359999999997
5192,0.3713,0.0,0.0558,0.1334,0.2208,0.2187,,,,0.522166218479056,0.061896400000000004,0.37524650000000004
5193,0.0,0.0,0.2141,0.7859,0.0,0.0,,,,0.7779492798767838,0.03103265,0.25987980000000005
5194,0.0,0.0,0.0,0.1228,0.0,0.8772,,,,0.5185852526717468,0.0217982,0.12371800000000001
5195,0.0,0.0,0.0,0.9552,0.0,0.0448,,,,0.8286468342406428,0.0272088,0.277712
5196,0.0647,0.8244,0.0,0.0535,0.0574,0.0,,,,1.2294075343596662,0.04393325,0.6892436000000001
5197,0.0,0.3198,0.1783,0.0801,0.0724,0.3494,,,,0.5507272563663406,0.03234935,0.3362668
5198,0.4235,0.1315,0.0,0.4449,0.0,0.0,,,,0.8675458986893918,0.06831475,0.5434914000000001
5199,0.1285,0.1603,0.1711,0.1479,0.2274,0.1649,,,,0.534766757818186,0.043712549999999996,0.3318123
5200,0.3273,0.2889,0.0,0.002,0.0918,0.2899,,,,0.5589312387075133,0.059728899999999994,0.5033851
5201,0.3528,0.0,0.0,0.0,0.4134,0.2338,,,,0.46076073474627205,0.0596478,0.3394754
5202,0.2705,0.2854,0.1433,0.0984,0.1694,0.033,,,,0.593818970055131,0.058662200000000005,0.49290719999999993
5203,0.0,0.2284,0.0,0.1471,0.2726,0.3519,,,,0.5353500500983203,0.028749150000000005,0.2827149
5204,0.1584,0.0251,0.1188,0.5069,0.0,0.1908,,,,0.6802641555491349,0.04318575000000001,0.32135240000000004
5205,0.0,0.3509,0.0,0.568,0.0,0.0811,,,,0.8567185147751585,0.0313591,0.4338141
5206,0.0,0.0,0.0,0.3611,0.3519,0.287,,,,0.5488043913107647,0.026514249999999996,0.1758972
5207,0.5161,0.0,0.0,0.0,0.4824,0.0015,,,,0.45105965559171074,0.07643549999999999,0.44704410000000006
5208,0.2861,0.0822,0.1254,0.0,0.1346,0.3717,,,,0.49270280775296504,0.054981300000000004,0.3510227
5209,0.2293,0.052,0.6894,0.0,0.0095,0.0197,,,,0.43568827291363627,0.060628299999999996,0.32720430000000006
5210,0.0,0.3481,0.0192,0.0,0.2917,0.3409,,,,0.506875650938826,0.0306787,0.33482550000000005
5211,0.3812,0.0303,0.5885,0.0,0.0,0.0,,,,0.4563062225254881,0.07285,0.40513899999999997
5212,0.0,0.4352,0.3657,0.0,0.1991,0.0,,,,0.5150061263457084,0.0394718,0.41106319999999996
5213,0.2405,0.2424,0.0,0.3468,0.1702,0.0,,,,0.7226317770941284,0.053199,0.4824646000000001
5214,0.5248,0.1533,0.3218,0.0,0.0,0.0,,,,0.5839995908151385,0.08326720000000001,0.5613502
5215,0.1028,0.2558,0.1411,0.2229,0.1631,0.1143,,,,0.6058165228520224,0.042199450000000006,0.3876085
5216,0.2539,0.0,0.1586,0.2833,0.0,0.3041,,,,0.5919695983240993,0.05162325,0.3281733
5217,0.0,0.0,0.0,0.6931,0.2871,0.0198,,,,0.6730108195310167,0.02808905,0.23582680000000003
5218,0.0,0.5209,0.4629,0.0162,0.0,0.0,,,,0.6401215516876493,0.0416491,0.4712238000000001
5219,0.4899,0.0,0.0,0.5101,0.0,0.0,,,,0.8247977378016808,0.07281575,0.5133136
5220,0.0,0.9799,0.0,0.0,0.0,0.0201,,,,1.8585728048884542,0.039618099999999996,0.7369551
5221,0.0,0.0,0.0,0.0,0.6895,0.3105,,,,0.44195204120691656,0.027205500000000004,0.11685849999999999
5222,0.0,0.3914,0.0905,0.0,0.2227,0.2954,,,,0.5194156087142822,0.0325224,0.3658422
5223,0.3811,0.0,0.2416,0.0,0.0,0.3774,,,,0.4955500552837102,0.06428779999999999,0.36356479999999997
5224,0.3866,0.0,0.385,0.0,0.2284,0.0,,,,0.43528974297248746,0.070184,0.3814116
5225,0.0,0.0,0.2107,0.7893,0.0,0.0,,,,0.7793098101121612,0.030976550000000002,0.2602946
5226,0.0,0.441,0.1498,0.1927,0.1313,0.0853,,,,0.655565345157765,0.035260749999999993,0.43532590000000004
5227,0.0611,0.4242,0.0,0.2014,0.0,0.3134,,,,0.6695897816447212,0.036419900000000005,0.4532288
5228,0.0109,0.2424,0.2159,0.0,0.1344,0.3964,,,,0.4977538962976626,0.03286000000000001,0.28208459999999996
5229,0.2219,0.0271,0.1101,0.1451,0.2323,0.2636,,,,0.5157668900297282,0.04905125,0.3017338
5230,0.1962,0.0656,0.1776,0.3262,0.0,0.2344,,,,0.6241168205873582,0.0478753,0.3424440000000001
5231,0.3702,0.0,0.0,0.0,0.6298,0.0,,,,0.4391407463114314,0.063318,0.3557452
5232,0.3636,0.2672,0.2053,0.1638,0.0,0.0,,,,0.7540108196610811,0.0678577,0.553616
5233,0.0,0.0,0.0,0.0,0.4404,0.5596,,,,0.45966377480283893,0.024963600000000002,0.11112919999999998
5234,0.2131,0.1049,0.1151,0.2476,0.218,0.1014,,,,0.5767567902099628,0.050310799999999996,0.3654634000000001
5235,0.0,0.2208,0.2492,0.0,0.3541,0.176,,,,0.4650703090456304,0.0341158,0.2681532
5236,0.0,0.0717,0.0,0.8439,0.0,0.0844,,,,0.8118242951312529,0.027847649999999998,0.30365480000000006
5237,0.1861,0.194,0.117,0.2715,0.0596,0.1718,,,,0.6405248298731276,0.04810205,0.4066542
5238,0.2356,0.0569,0.0,0.3581,0.2184,0.131,,,,0.6113481999732153,0.04969874999999999,0.36210419999999993
5239,0.0,0.0,0.0,0.5088,0.0,0.4912,,,,0.6204037324050374,0.0243072,0.19512800000000002
5240,0.0442,0.0,0.4166,0.1685,0.0,0.3707,,,,0.5192929291469162,0.036052850000000004,0.1871041
5241,0.3078,0.153,0.1247,0.0,0.2146,0.1998,,,,0.4943018422576284,0.059176599999999996,0.412841
5242,0.0458,0.0,0.06,0.7177,0.0557,0.1208,,,,0.7233655136357474,0.032080550000000006,0.2685598
5243,0.2236,0.0845,0.0,0.0735,0.2551,0.3633,,,,0.5058619229998581,0.04751555,0.32042170000000003
5244,0.0,0.1946,0.4188,0.1692,0.2174,0.0,,,,0.5262593768992516,0.03738620000000001,0.289982
5245,0.0,0.7415,0.0,0.1459,0.1126,0.0,,,,0.9435367789851338,0.03705025000000001,0.6118148
5246,0.7289,0.0,0.0,0.2711,0.0,0.0,,,,0.7692273647785922,0.09492325000000001,0.6242095999999999
5247,0.0,0.0,0.4747,0.0,0.0,0.5253,,,,0.4674429810563792,0.031918100000000005,0.1309061
5248,0.3791,0.0445,0.1778,0.0681,0.0285,0.3021,,,,0.5301551873309588,0.06416704999999999,0.40038189999999996
5249,0.0,0.537,0.0,0.3682,0.0,0.0949,,,,0.8834645715310809,0.0335984,0.5176401
5250,0.2861,0.0,0.3039,0.0,0.41,0.0,,,,0.4270392277938482,0.060003600000000004,0.31525460000000005
5251,0.3419,0.2792,0.3789,0.0,0.0,0.0,,,,0.6029410655572519,0.0688676,0.5279646
5252,0.0,0.0698,0.139,0.2442,0.3537,0.1933,,,,0.5244810081375159,0.030293800000000003,0.20836929999999998
5253,0.2502,0.1388,0.2374,0.0,0.2637,0.1099,,,,0.4708825093950961,0.0562405,0.37448230000000005
5254,0.0,0.3771,0.3113,0.0492,0.2085,0.054,,,,0.5277262730563541,0.0375232,0.37925739999999997
5255,0.0,0.0,0.0,0.4556,0.086,0.4584,,,,0.5971101866061219,0.024735399999999998,0.18726399999999999
5256,0.0,0.0,0.6384,0.3616,0.0,0.0,,,,0.5834728655708113,0.038033599999999994,0.20811520000000003
5257,0.0666,0.2337,0.2217,0.0475,0.2151,0.2154,,,,0.5048969485852721,0.03937745,0.32359659999999996
5258,0.0,0.0,0.0,0.7395,0.2605,0.0,,,,0.6966970903735997,0.028151250000000003,0.24379900000000002
5259,0.2072,0.0,0.207,0.4734,0.1124,0.0,,,,0.6674198715206562,0.0503625,0.33867800000000003
5260,0.0,0.2322,0.0,0.0,0.7678,0.0,,,,0.4514383640834197,0.032322,0.2693572
5261,0.0498,0.0,0.1692,0.2689,0.2568,0.2554,,,,0.5316317505373758,0.033882949999999995,0.19964279999999998
5262,0.1652,0.1421,0.1948,0.2302,0.1755,0.0922,,,,0.5784997400974033,0.047610900000000005,0.3593336000000001
5263,0.0,0.3814,0.418,0.2006,0.0,0.0,,,,0.6848515898102882,0.039164500000000005,0.41197360000000005
5264,0.2739,0.0357,0.2525,0.1417,0.0515,0.2447,,,,0.5396958627060199,0.05598644999999999,0.3452369
5265,0.2514,0.0558,0.0,0.2954,0.0484,0.349,,,,0.6039057512814829,0.049304499999999994,0.35613500000000003
5266,0.2114,0.0,0.3303,0.1976,0.0861,0.1745,,,,0.5375515850555452,0.05158270000000001,0.2975337
5267,0.0139,0.1392,0.0663,0.0749,0.3512,0.3545,,,,0.4914954839939291,0.03019345,0.22647289999999998
5268,0.0,0.1707,0.2733,0.0,0.0391,0.5169,,,,0.4957972545352442,0.030881100000000005,0.22990149999999995
5269,0.411,0.0,0.0,0.0,0.589,0.0,,,,0.44188337288915863,0.06699,0.381286
5270,0.1517,0.8483,0.0,0.0,0.0,0.0,,,,1.9509687809593772,0.052136,0.75
5271,0.1744,0.2632,0.2263,0.0719,0.1094,0.1549,,,,0.5529927911722985,0.04992535,0.4150871
5272,0.0964,0.3411,0.105,0.3826,0.0749,0.0,,,,0.7921436766735306,0.042600500000000006,0.4640562
5273,0.0,0.8814,0.1186,0.0,0.0,0.0,,,,1.46167360344287,0.0404744,0.6805004000000001
5274,0.0,0.0,0.0,0.1694,0.0,0.8306,,,,0.5285254737236044,0.022101100000000002,0.132339
5275,0.0,0.9788,0.0,0.0,0.0,0.0212,,,,1.8382864745048877,0.0395972,0.7362411999999999
5276,0.0,0.2238,0.0,0.7762,0.0,0.0,,,,0.9063853548810445,0.030297499999999998,0.38984319999999995
5277,0.2353,0.0,0.4083,0.0,0.0,0.3564,,,,0.4763555903300025,0.05368560000000001,0.27943260000000003
5278,0.6225,0.0,0.1179,0.0,0.0,0.2596,,,,0.5222479650798024,0.0853392,0.5124302000000001
5279,0.36,0.3422,0.0871,0.1063,0.0,0.1044,,,,0.7215004680554632,0.06583605000000001,0.5818806
5280,0.0,0.0,0.637,0.0,0.0,0.363,,,,0.45158453427354384,0.035651,0.141131
5281,0.0246,0.1835,0.1477,0.2817,0.0,0.3626,,,,0.6054270131800615,0.032152150000000004,0.2974866
5282,0.4983,0.0,0.5017,0.0,0.0,0.0,,,,0.4715882554798733,0.08187080000000002,0.4560038
5283,0.281,0.0,0.0,0.175,0.544,0.0,,,,0.49869696674383995,0.054852500000000005,0.328256
5284,0.0,0.0,0.8003,0.1997,0.0,0.0,,,,0.49595503784236133,0.040704950000000004,0.1883634
5285,0.0298,0.1806,0.2343,0.1573,0.2747,0.1233,,,,0.5239994938248688,0.03626525,0.28772909999999996
5286,0.05,0.1683,0.0,0.411,0.3707,0.0,,,,0.6213426174954294,0.0351555,0.3272378
5287,0.4514,0.3441,0.0764,0.0,0.0317,0.0964,,,,0.6651529240890757,0.074269,0.6228218000000001
5288,0.195,0.0,0.0146,0.376,0.0,0.4144,,,,0.6110724336746929,0.04308479999999999,0.2980348
5289,0.0,0.4013,0.5533,0.0,0.0455,0.0,,,,0.5213745036719041,0.041762200000000006,0.3973582
5290,0.0,0.0,0.0,0.4552,0.0,0.5448,,,,0.6034054632180694,0.0239588,0.18521200000000002
5291,0.0,0.3381,0.0,0.047,0.2565,0.3585,,,,0.5251495976641218,0.03004,0.3350315
5292,0.0401,0.3694,0.2133,0.0293,0.3479,0.0,,,,0.5064378069987194,0.04021594999999999,0.3936256
5293,0.0,0.5131,0.3288,0.1581,0.0,0.0,,,,0.765076539728577,0.039338950000000004,0.4839648
5294,0.324,0.0,0.2576,0.4185,0.0,0.0,,,,0.706707448301153,0.061723150000000004,0.4049374
5295,0.2601,0.0,0.2363,0.1702,0.2772,0.0561,,,,0.5101227730111855,0.0557838,0.3225443
5296,0.2416,0.0,0.0,0.4358,0.3226,0.0,,,,0.6174740198670962,0.050654500000000005,0.34584119999999996
5297,0.0,0.0824,0.3867,0.0646,0.2219,0.2443,,,,0.47169473205403867,0.033874600000000005,0.19588429999999998
5298,0.0,0.0,0.3651,0.3438,0.2911,0.0,,,,0.542195886994026,0.0342519,0.19429960000000002
5299,0.3063,0.0,0.0,0.4732,0.2205,0.0,,,,0.666929256084298,0.05638400000000001,0.39240220000000003
5300,0.2889,0.3884,0.0857,0.0,0.0,0.237,,,,0.6167074165870997,0.058951800000000006,0.5459668
5301,0.1087,0.5721,0.3193,0.0,0.0,0.0,,,,0.7754928597024554,0.0499772,0.5629652
5302,0.0442,0.2572,0.2496,0.1348,0.0537,0.2605,,,,0.5655967781839227,0.037362900000000004,0.33850650000000004
5303,0.4485,0.0,0.0298,0.0768,0.2818,0.1631,,,,0.5002621324433251,0.0691223,0.41464330000000005
5304,0.0,0.3693,0.0568,0.0266,0.0586,0.4887,,,,0.546468565445442,0.030023400000000002,0.35052289999999997
5305,0.0,0.6087,0.1239,0.0,0.2674,0.0,,,,0.5915128685174846,0.037821600000000004,0.5100022
5306,0.0,0.3422,0.3475,0.0383,0.272,0.0,,,,0.49897210821430593,0.03819125,0.3583217999999999
5307,0.0,0.0,0.0,0.3687,0.6313,0.0,,,,0.5308275089410239,0.02907825,0.1837294
5308,0.1688,0.1726,0.2715,0.0205,0.0,0.3667,,,,0.5196364967345191,0.04737045,0.34347570000000005
5309,0.0,0.0315,0.0221,0.5476,0.3238,0.075,,,,0.6221213948147247,0.028580400000000002,0.2315892
5310,0.0572,0.3542,0.0,0.0,0.3784,0.2102,,,,0.5033929815292344,0.0367982,0.3767018
5311,0.0,0.2879,0.0,0.0,0.7121,0.0,,,,0.46116771188948136,0.032879,0.3042254
5312,0.052,0.3301,0.1246,0.2057,0.0,0.2877,,,,0.6338103276309874,0.036624849999999994,0.39489729999999995
5313,0.243,0.2814,0.264,0.2116,0.0,0.0,,,,0.7369021041201836,0.057851,0.4971136
5314,0.1612,0.4149,0.2299,0.1246,0.0694,0.0,,,,0.6995897733452592,0.0515641,0.5140197999999999
5315,0.2358,0.0681,0.269,0.034,0.3597,0.0334,,,,0.45636113961726127,0.0552834,0.3297412
5316,0.2676,0.2057,0.0456,0.0,0.2208,0.2603,,,,0.5070309712336677,0.05443669999999999,0.4161229
5317,0.545,0.0,0.4025,0.0,0.0,0.0525,,,,0.49069167279430226,0.08421250000000002,0.4800625
5318,0.0627,0.2072,0.1456,0.3462,0.0,0.2383,,,,0.6561714869836979,0.036743200000000004,0.3493849
5319,0.0,0.0,0.7848,0.0,0.2152,0.0,,,,0.3924226958648632,0.0409872,0.155392
5320,0.0,0.5583,0.0,0.3886,0.0,0.0531,,,,0.950110387293612,0.0341336,0.5352277
5321,0.2896,0.1588,0.2221,0.1695,0.16,0.0,,,,0.5858569012708386,0.06033765000000001,0.4410414000000001
